title;author;soldBy;stars;price;isKindleUnlimited;isBestSeller;Genre;publishedYear
Home Before Dark: A Novel;Riley Sager;Penguin Group (USA) LLC;4.4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2020
His & Hers: A Novel;Alice Feeney;Macmillan;4.3;12.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
Fahrenheit 451: A Novel;Ray Bradbury;Simon and Schuster Digital Sales Inc;4.6;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2011
The Huntress: A Novel;Kate Quinn;HarperCollins Publishers;4.6;10.99;FALSE;FALSE;Mystery, Thriller & Suspense;2019
The Prenup: An absolutely unputdownable psychological thriller with a jaw-dropping twist;Arianne Richmonde;Amazon.com Services LLC;4.1;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Wolf Trap: A Thriller;Connor Sullivan;Simon and Schuster Digital Sales Inc;4.4;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Good Lie;A. R. Torre;Amazon.com Services LLC;4.4;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2021
The Midwife's Secret: A gripping, heartbreaking story about a missing girl and a family secret for lovers of historical fiction;Emily Gunnis;Hachette Book Group;4.3;0;FALSE;FALSE;Mystery, Thriller & Suspense;2021
Finders Keepers: An absolutely gripping psychological thriller;Natalie Barelli;Amazon.com Services LLC;4.3;3.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Southern Book Club's Guide to Slaying Vampires: A Novel;Grady Hendrix;Penguin Random House Publisher Services;4.3;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2020
Delicate Condition;Danielle Valentine;Amazon.com Services LLC;4.2;8.57;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Central Park West: A Crime Novel;James Comey;Amazon.com Services LLC;4.3;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Jar of Hearts;Jennifer Hillier;Macmillan;4.3;9.99;TRUE;FALSE;Mystery, Thriller & Suspense;2018
You Can Trust Me: An absolutely addictive psychological thriller with a heart-pounding twist;Kiersten Modglin;Amazon.com Services LLC;4.1;6.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Fear Me, Love Me: A Mafia Age Gap Romance;Lilith Vincent;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Everyone in My Family Has Killed Someone: A Novel;Benjamin Stevenson;HarperCollins Publishers;4.1;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Dark Places: A Novel;Gillian Flynn;Random House LLC;4.1;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2009
The Other Black Girl: A Novel;Zakiya Dalila Harris;Simon and Schuster Digital Sales Inc;3.9;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
Twisted Hearts: A Dark Bratva Enemies To Lovers Romance;Jagger Cole;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The 7 1/2 Deaths of Evelyn Hardcastle;Stuart Turton;Amazon.com Services LLC;4.1;9;FALSE;FALSE;Mystery, Thriller & Suspense;2018
Black Sheep;Rachel Harrison;Penguin Group (USA) LLC;4.1;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Razorblade Tears: A Novel;S. A. Cosby;Macmillan;4.4;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
Brother;Ania Ahlborn;Simon and Schuster Digital Sales Inc;4.2;9.99;TRUE;FALSE;Mystery, Thriller & Suspense;2015
2 Sisters Detective Agency;James Patterson;Hachette Book Group;4.3;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
She Started It: A Novel;Sian Gilbert;HarperCollins Publishers;3.9;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Beach at Summerly: A Novel;Beatriz Williams;HarperCollins Publishers;4.4;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Jealous Wife : A psychological thriller with a nerve-shredding ending;James Caine;Amazon.com Services LLC;4.2;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Old God's Time: A Novel;Sebastian Barry;Penguin Group (USA) LLC;4.3;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Moments of Madness;T.L. Smith;Amazon.com Services LLC;4.5;4.94;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Sometimes I Lie: A Novel;Alice Feeney;Macmillan;4.1;12.99;TRUE;FALSE;Mystery, Thriller & Suspense;2018
Overkill;Sandra Brown;Hachette Book Group;4.5;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
The Martian: A Novel;Andy Weir;Random House LLC;4.7;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2014
The Club: A Summer Beach Read;Ellery Lloyd;HarperCollins Publishers;3.8;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Every Last Secret;A. R. Torre;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
This Place of Wonder: A Novel;Barbara O'Neal;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Heat 2: A Novel;Michael Mann;HarperCollins Publishers;4.6;1.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Upgrade: A Novel;Blake Crouch;Random House LLC;4.2;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Girl, Forgotten: A Novel;Karin Slaughter;HarperCollins Publishers;4.3;13.49;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Do You Remember?: A gripping psychological thriller;Freida McFadden;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Bishop: Dark Mafia Romance;Eden Summers;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Observer: A novel;Robert Lanza;Amazon.com Services LLC;4.3;5.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Grave Descend;Michael Crichton;Amazon.com Services LLC;4.1;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Big Dark Sky;Dean Koontz;Amazon.com Services LLC;4.3;9.87;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Total Control;David Baldacci;Hachette Book Group;4.5;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2002
I Know Where You Live;Gregg Olsen;Amazon.com Services LLC;4;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Bel Canto;Ann Patchett;HarperCollins Publishers;4.2;10.99;FALSE;FALSE;Mystery, Thriller & Suspense;2009
Gone Girl: A Novel;Gillian Flynn;Random House LLC;4.1;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2012
Still Beating;Jennifer Hartmann;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
The Girl Who Survived: A Riveting Novel of Suspense with a Shocking Twist;Lisa Jackson;Amazon.com Services LLC;4.3;7.11;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Rebecca;Daphne du Maurier;Hachette Book Group;4.5;10.99;FALSE;FALSE;Mystery, Thriller & Suspense;2013
The Perfect Escape: An unpredictable psychological thriller with several shock twists;Daniel Hurst;Amazon.com Services LLC;4;1.27;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Look Closer;David Ellis;Penguin Group (USA) LLC;4.4;2.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
One of Us Is Dead;Jeneva Rose;Amazon.com Services LLC;4.3;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
The New Husband: a psychological thriller with a twist you won't see coming;Brian R. O'Rourke;Amazon.com Services LLC;4.2;0.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Falling: A Novel;T. J. Newman;Simon and Schuster Digital Sales Inc;4.4;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
The Square of Sevens: A Novel;Laura Shepherd-Robinson;Simon and Schuster Digital Sales Inc;4.3;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Crooked Paradise: The Complete Series;Eva Chance;Amazon.com Services LLC;4.3;9.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Alias Emma: A Novel;Ava Glass;Random House LLC;4.2;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
How to Stop Time: A Novel;Matt Haig;Penguin Group (USA) LLC;4.3;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2018
The Cloisters: A Novel;Katy Hays;Simon and Schuster Digital Sales Inc;4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Lie by the Pool: A Novel;Susan Walter;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Lock Every Door: A Novel;Riley Sager;Penguin Group (USA) LLC;4.3;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2019
Daisy Darker: A Novel;Alice Feeney;Macmillan;4;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Bomber;Len Deighton;Amazon.com Services LLC;4.7;8.67;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Nocticadia: A Dark Academia Gothic Romance;Keri Lake;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Stranger in the Lifeboat;Mitch Albom;HarperCollins Publishers;4.6;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
Final Girls: A Novel;Riley Sager;Penguin Group (USA) LLC;4.3;4.99;FALSE;FALSE;Mystery, Thriller & Suspense;2017
Devoted;Dean Koontz;Amazon.com Services LLC;4.4;8.92;TRUE;FALSE;Mystery, Thriller & Suspense;2020
Pet Sematary: A Novel;Stephen King;Simon and Schuster Digital Sales Inc;4.7;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2014
Shallow River;H. D. Carlton;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
Symphony of Secrets: A novel;Brendan Slocumb;Random House LLC;4.5;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Run on Red: A gripping thriller with a killer twist;Noelle West Ihli;Amazon.com Services LLC;4.1;5.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Mary: An Awakening of Terror;Nat Cassidy;Macmillan;4.1;2.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
The Maidens: A Novel;Alex Michaelides;Macmillan;4.1;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
Artemis: A Novel;Andy Weir;Random House LLC;4.2;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2017
Unmissing: A Thriller;Minka Kent;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
The Lies I Tell: A Novel;Julie Clark;Amazon.com Services LLC;4.4;8.45;FALSE;FALSE;Mystery, Thriller & Suspense;2022
Sharp Objects: A Novel;Gillian Flynn;Random House LLC;4.3;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2006
The Last House on Needless Street;Catriona Ward;Macmillan;4.1;2.99;TRUE;FALSE;Mystery, Thriller & Suspense;2021
My Dark Vanessa: A Novel;Kate Elizabeth Russell;HarperCollins Publishers;4.3;2.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
I Found You: A Novel;Lisa Jewell;Simon and Schuster Digital Sales Inc;4.4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2017
Dark Ride: A Thriller;Lou Berney;HarperCollins Publishers;4.3;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
A Most Agreeable Murder: A Novel;Julia Seales;Random House LLC;4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Guardians: A Novel;John Grisham;Random House LLC;4.5;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2019
These Silent Woods: A Novel;Kimi Cunningham Grant;Macmillan;4.4;9.99;TRUE;FALSE;Mystery, Thriller & Suspense;2021
The Hunting Party: A Novel;Lucy Foley;HarperCollins Publishers;4.1;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2019
The Wife Between Us: A Novel;Greer Hendricks;Macmillan;4.2;9.99;TRUE;FALSE;Mystery, Thriller & Suspense;2018
Passenger to Frankfurt;Agatha Christie;HarperCollins Publishers;3.7;11.49;TRUE;TRUE;Mystery, Thriller & Suspense;2010
The Couple Next Door: A Novel;Shari Lapena;Penguin Group (USA) LLC;4.1;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2016
The Silent Wife: A gripping emotional page turner with a twist that will take your breath away;Kerry Fisher;Amazon.com Services LLC;4.2;3.99;FALSE;FALSE;Mystery, Thriller & Suspense;2017
Silver Nitrate;Silvia Moreno-Garcia;Random House LLC;4.2;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Where Love Grows;Mallory Monroe;Amazon.com Services LLC;4.2;5.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Magnolia Palace: A Novel;Fiona Davis;Penguin Group (USA) LLC;4.3;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
The Woman in Cabin 10;Ruth Ware;Simon and Schuster Digital Sales Inc;4;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2016
The Haunting of Hill House (Penguin Classics);Shirley Jackson;Penguin Group (USA) LLC;4.2;10.99;FALSE;FALSE;Mystery, Thriller & Suspense;2006
The Patient's Secret: A Novel;Loreth Anne White;Amazon.com Services LLC;4.5;5.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Saving Emma: A Novel;Allen Eskens;Hachette Book Group;4.4;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Secluded Cabin Sleeps Six: A Novel of Thrilling Suspense;Lisa Unger;Harlequin Digital Sales Corp.;4;7.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
The House of Wolves: Bolder Than Yellowstone or Succession, Patterson and Lupica's Power-Family Thriller Is Not To Be Missed;James Patterson;Hachette Book Group;4.5;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Compass Cove Mysteries Books 1- 10;Mara Webb;Amazon.com Services LLC;4.6;0.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Bandit Queens: A Novel;Parini Shroff;Random House LLC;4.2;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Elsewhere;Dean Koontz;Amazon.com Services LLC;4.4;2.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
Sweet Tea Witch Mysteries Books 1-10: Hysterical Southern Cozy Mysteries;Amy Boyles;Amazon.com Services LLC;4.6;0.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Mountain in the Sea: A Novel;Ray Nayler;Macmillan;4.4;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
The Chateau: A Novel;Jaclyn Goldis;Simon and Schuster Digital Sales Inc;3.9;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Wife in the Photo: An absolutely unputdownable psychological thriller packed with twists;Emily Shiner;Amazon.com Services LLC;4;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Age of Vice: A Novel;Deepti Kapoor;Penguin Group (USA) LLC;4;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Triple: A Novel;Ken Follett;Penguin Group (USA) LLC;4.3;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2015
After You'd Gone: A Novel;Maggie O'Farrell;Random House LLC;4.2;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Lie Maker: A Novel;Linwood Barclay;HarperCollins Publishers;4.5;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Stranded: A completely unputdownable psychological thriller with a jaw-dropping twist: Escape with the most twisty thriller of the year;Sarah Goodwin;HarperCollins Publishers;4.4;2.99;FALSE;FALSE;Mystery, Thriller & Suspense;2021
The Peacock and the Sparrow: A Novel;I.S. Berry;Simon and Schuster Digital Sales Inc;4.3;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The End of Her: A Novel;Shari Lapena;Penguin Group (USA) LLC;4.2;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2020
All That Is Mine I Carry With Me: A Novel;William Landay;Random House LLC;4.2;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Shattered Secrets: a Mafia Lawyer Amnesia Romance;Lilian Harris;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Testament: A Novel;John Grisham;Random House LLC;4.5;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2010
Blacktop Wasteland: A Novel;S. A. Cosby;Macmillan;4.3;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2020
Coming Home;Rosamunde Pilcher;Macmillan;4.6;12.99;TRUE;FALSE;Mystery, Thriller & Suspense;2013
All The Lies: A gripping psychological thriller full of twists;Nicola Sanders;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
Two Nights in Lisbon: A Novel;Chris Pavone;Macmillan;4.2;12.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
The London Séance Society: A Novel;Sarah Penner;Harlequin Digital Sales Corp.;3.9;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Family Guest: A totally addictive and gripping psychological suspense thriller with a deadly twist;Nelle Lamarr;Amazon.com Services LLC;4.4;0.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Beyond the Moonlit Sea: A Novel;Julianne MacLean;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
"The Girl in the Letter: A home for unwed mothers; a heartbreaking secret in this historical fiction bestseller inspired by true events";Emily Gunnis;Hachette Book Group;4.2;0;FALSE;FALSE;Mystery, Thriller & Suspense;2018
Gray Mountain: A Novel;John Grisham;Random House LLC;4;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2014
Lord Edgware Dies: A Hercule Poirot Mystery (Hercule Poirot series Book 9);Agatha Christie;HarperCollins Publishers;4.5;7.99;FALSE;FALSE;Mystery, Thriller & Suspense;2003
Never Whistle at Night: An Indigenous Dark Fiction Anthology;Shane Hawk;Random House LLC;4.6;11.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Vanishing of Class 3B: From the No. 1 Kindle bestselling author comes a breath-taking new thriller for 2023;Jackie Kabler;HarperCollins Publishers;4.1;2.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Mister Magic: A Novel;Kiersten White;Random House LLC;4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Shards: A novel;Bret Easton Ellis;Random House LLC;4.2;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Trial;Richard North Patterson;Simon & Schuster Digital Sales Inc.;4.5;15.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Mean Streak;Sandra Brown;Hachette Book Group;4.4;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2014
Shelter in Place;Nora Roberts;Macmillan;4.6;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2018
Deviant Hearts: A Dark Enemies To Lovers Mafia Romance;Jagger Cole;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Best of Friends;Lucinda Berry;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2020
The Marsh King's Daughter;Karen Dionne;Penguin Group (USA) LLC;4.3;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2017
The Guardian;Joshua Hood;Amazon.com Services LLC;4.6;8.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The St. Ambrose School for Girls;Jessica Ward;Simon and Schuster Digital Sales Inc;3.9;10.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Hideaway: A Novel;Nora Roberts;Macmillan;4.6;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2020
Twisted Devotion: A Dark Obsession Romance;Poppy St. John;Amazon.com Services LLC;4.2;4.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Dear Child: A Novel;Romy Hausmann;Macmillan;4.3;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2020
Eye of the Needle: A Novel;Ken Follett;Penguin Group (USA) LLC;4.5;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2015
The Scarlet Papers: ‘The best spy novel of the year’ SUNDAY TIMES;Matthew Richardson;PRH UK;4.4;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
My Husband's House: A gripping and absolutely addictive psychological thriller with a heart-pounding twist;Sheryl Browne;Amazon.com Services LLC;4;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
A House With Good Bones;T. Kingfisher;Macmillan;4.2;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Summit Lake;Charlie Donlea;Amazon.com Services LLC;4.5;8.99;TRUE;FALSE;Mystery, Thriller & Suspense;2017
The Hotel: A totally addictive and gripping psychological thriller with a killer twist;Emily Shiner;Amazon.com Services LLC;3.9;3.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Lock-Up: A Novel;John Banville;Harlequin Digital Sales Corp.;4.1;6.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Beechwood Harbor Magic Mysteries: The Complete 12-Book Series;Danielle Garrett;Amazon.com Services LLC;4.7;0.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
The Housekeepers: A Novel;Alex Hay;Harlequin Digital Sales Corp.;3.9;14.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
The Wives: A Novel;Tarryn Fisher;Harlequin Digital Sales Corp.;4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2019
The Only Survivors: A Novel;Megan Miranda;Simon and Schuster Digital Sales Inc;4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
My Daughter's Boyfriend: A gripping psychological thriller with a shock ending;Daniel Hurst;Amazon.com Services LLC;3.9;1.25;TRUE;FALSE;Mystery, Thriller & Suspense;2023
Things We Do in the Dark: A Novel;Jennifer Hillier;Macmillan;4.2;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
From Beyond: The Complete Series (Books 1-3);Jasper T. Scott;Amazon.com Services LLC;4.6;0.99;TRUE;FALSE;Mystery, Thriller & Suspense;2023
I Am Pilgrim: A Thriller;Terry Hayes;Simon and Schuster Digital Sales Inc;4.6;1.99;FALSE;FALSE;Mystery, Thriller & Suspense;2014
The Golden Doves: A Novel;Martha Hall Kelly;Random House LLC;4.4;13.99;FALSE;FALSE;Mystery, Thriller & Suspense;2023
Lightning;Dean Koontz;Penguin Group (USA) LLC;4.5;7.99;FALSE;FALSE;Mystery, Thriller & Suspense;2003
The Younger Wife: A Novel;Sally Hepworth;Macmillan;4.2;12.99;TRUE;FALSE;Mystery, Thriller & Suspense;2022
Northern Lights;Nora Roberts;Penguin Group (USA) LLC;4.6;9.99;FALSE;FALSE;Mystery, Thriller & Suspense;2004
Run, Rose, Run: A Novel;James Patterson;Hachette Book Group;4.5;12.99;FALSE;FALSE;Mystery, Thriller & Suspense;2022
